ixs_xme|0000ALX0ANOT|1|1|NOW=20110121083348|
AKTINF|MC03|12|2010|21.01.2011|08:33:48|XCRKU2B3 120520101514|
UCET-ZAPIS|10|12|300117|0|64 915,00|0,00|
UCET-ZAPIS|13|12|300118|0|47 139,00|0,00|
UCET-ZAPIS|13|12|300118|0|9 974,00|0,00|
UCET-ZAPIS|14|12|300119|0|7 888 962,00|0,00|
UCET-ZAPIS|14|12|300119|0|36 387,00|0,00|
UCET-ZAPIS|14|12|300119|0|15 955,00|0,00|
UCET-ZAPIS|14|12|300119|0|740 052,16|0,00|
UCET-ZAPIS|14|12|300119|0|65 298,72|0,00|
UCET-ZAPIS|14|12|300119|0|65 298,73|0,00|
UCET-ZAPIS|14|12|300119|0|4 361 000,00|0,00|
UCET-ZAPIS|15|12|300070|0|0,00|166 200,00|
UCET-ZAPIS|15|12|300120|0|7 311,00|0,00|
UCET-ZAPIS|15|12|300120|0|1 903,00|0,00|
UCET-ZAPIS|15|12|300120|0|3 918,00|0,00|
UCET-ZAPIS|15|12|300120|0|1 869,00|0,00|
UCET-ZAPIS|15|12|300120|0|15 336,00|0,00|
UCET-ZAPIS|15|12|300120|0|300,00|0,00|
UCET-ZAPIS|16|12|300002|0|0,00|2 000 000,00|
UCET-ZAPIS|16|12|300071|0|205 133,00|0,00|
UCET-ZAPIS|16|12|300072|0|42 000,00|0,00|
UCET-ZAPIS|16|12|300073|0|55 000,00|0,00|
UCET-ZAPIS|16|12|300074|0|19 950,00|0,00|
UCET-ZAPIS|16|12|300075|0|0,00|50 000,00|
UCET-ZAPIS|16|12|300076|0|0,00|205 133,00|
UCET-ZAPIS|16|12|300077|0|0,00|42 000,00|
UCET-ZAPIS|16|12|300078|0|0,00|55 000,00|
UCET-ZAPIS|16|12|300079|0|0,00|19 950,00|
UCET-ZAPIS|16|12|300121|0|83 688,00|0,00|
UCET-ZAPIS|16|12|300121|0|1 106 000,00|0,00|
UCET-ZAPIS|17|12|300080|0|0,00|15 000 000,00|
UCET-ZAPIS|17|12|300081|0|0,00|50 000,00|
UCET-ZAPIS|17|12|300122|0|15 854,00|0,00|
UCET-ZAPIS|17|12|300122|0|47 475,00|0,00|
UCET-ZAPIS|17|12|300122|0|37 206,00|0,00|
UCET-ZAPIS|17|12|300122|0|1,00|0,00|
UCET-ZAPIS|17|12|300122|0|90 816,00|0,00|
UCET-ZAPIS|20|12|300123|0|200,00|0,00|
UCET-ZAPIS|20|12|300123|0|500,00|0,00|
UCET-ZAPIS|20|12|300123|0|67 170,00|0,00|
UCET-ZAPIS|20|12|300123|0|5 583,00|0,00|
UCET-ZAPIS|20|12|300123|0|4 641,00|0,00|
UCET-ZAPIS|20|12|300123|0|16 257,00|0,00|
UCET-ZAPIS|21|12|300082|0|0,00|157 890,00|
UCET-ZAPIS|21|12|300083|0|157 890,00|0,00|
UCET-ZAPIS|21|12|300084|0|0,00|5 128,00|
UCET-ZAPIS|21|12|300085|0|0,00|15 000 000,00|
UCET-ZAPIS|21|12|300086|0|0,00|5 744,00|
UCET-ZAPIS|21|12|300087|0|0,00|16 391,50|
UCET-ZAPIS|21|12|300087|0|0,00|300,00|
UCET-ZAPIS|21|12|300087|0|0,00|16 391,50|
UCET-ZAPIS|21|12|300087|0|0,00|300,00|
UCET-ZAPIS|21|12|300087|0|0,00|185 770,28|
UCET-ZAPIS|21|12|300087|0|0,00|3 400,00|
UCET-ZAPIS|21|12|300088|0|0,00|10 000,00|
UCET-ZAPIS|21|12|300124|0|14 478,00|0,00|
UCET-ZAPIS|21|12|300124|0|0,31|0,00|
UCET-ZAPIS|21|12|300124|0|1 260,00|0,00|
UCET-ZAPIS|22|12|300089|0|0,00|96 300,00|
UCET-ZAPIS|22|12|300125|0|7 288,00|0,00|
UCET-ZAPIS|23|12|300001|0|0,00|2 059 324,73|
UCET-ZAPIS|23|12|300090|0|0,00|1 920,00|
UCET-ZAPIS|23|12|300091|0|0,00|10 524,00|
UCET-ZAPIS|23|12|300092|0|0,00|10 200,00|
UCET-ZAPIS|23|12|300093|0|0,00|150 000,00|
UCET-ZAPIS|23|12|300094|0|0,00|2 000,00|
UCET-ZAPIS|23|12|300095|0|0,00|50 000,00|
UCET-ZAPIS|23|12|300096|0|0,00|16 000 000,00|
UCET-ZAPIS|25|12|300126|0|62 500,00|0,00|
UCET-ZAPIS|27|12|300127|0|180 740,60|0,00|
UCET-ZAPIS|27|12|300127|0|43 637,00|0,00|
UCET-ZAPIS|28|12|300097|0|0,00|1,00|
UCET-ZAPIS|28|12|300128|0|10 320,00|0,00|
UCET-ZAPIS|29|12|300098|0|150 000,00|0,00|
UCET-ZAPIS|29|12|300099|0|0,00|62 500,00|
UCET-ZAPIS|29|12|300100|0|0,00|13 583,50|
UCET-ZAPIS|29|12|300101|0|0,00|69 120,00|
UCET-ZAPIS|29|12|300107|0|2 571 000,00|0,00|
UCET-ZAPIS|29|12|300108|0|8 078,00|0,00|
UCET-ZAPIS|30|12|300102|0|0,00|12 000,00|
UCET-ZAPIS|30|12|300103|0|0,00|200 000,00|
UCET-ZAPIS|30|12|300104|0|0,00|5 839,00|
UCET-ZAPIS|30|12|300104|0|0,00|5 839,00|
UCET-ZAPIS|30|12|300105|0|0,00|108 320,00|
UCET-ZAPIS|30|12|300106|0|0,00|800,00|
UCET-ZAPIS|30|12|300109|0|102 915,00|0,00|
UCET-ZAPIS|30|12|300110|0|0,00|170 645,00|
UCET-ZAPIS|30|12|300110|0|0,00|1 260,00|
UCET-ZAPIS|30|12|300129|0|465 048,00|0,00|
UCET-ZAPIS|30|12|300129|0|2 800,00|0,00|
UCET-ZAPIS|31|12|300130|0|16 306 000,84|0,00|
UCET-ZAPIS|31|12|300130|0|655 353,00|0,00|
UCET-ZAPIS|31|12|300130|0|9 757 033,18|0,00|
UCET-STAV|231|0500|ZBÚ dotace pro VÚ (výd, vrat) a pøíjem odvodù z PÚ|0,00|0,00|0,00|0,00|0,00|
UCET-STAV|231|0610|pøíjmový úèet 19-|0,00|13 818 608,98|20 824 699,08|64 889 127,31|63 490 313,31|
UCET-ZAPIS|1|12|310099|0|100,00|0,00|
UCET-ZAPIS|1|12|310684|0|-100,00|0,00|
UCET-ZAPIS|1|12|320190|0|30 000,00|0,00|
UCET-ZAPIS|1|12|320192|0|135 274,00|0,00|
UCET-ZAPIS|1|12|320193|0|25 000,00|0,00|
UCET-ZAPIS|1|12|320194|0|25 000,00|0,00|
UCET-ZAPIS|1|12|320195|0|52 221,00|0,00|
UCET-ZAPIS|1|12|320198|0|105 000,00|0,00|
UCET-ZAPIS|1|12|320200|0|10 000,00|0,00|
UCET-ZAPIS|1|12|320215|0|0,00|950,00|
UCET-ZAPIS|1|12|320220|0|1 600,00|0,00|
UCET-ZAPIS|1|12|320223|0|6 000,00|0,00|
UCET-ZAPIS|1|12|320228|0|336,00|0,00|
UCET-ZAPIS|1|12|320229|0|336,00|0,00|
UCET-ZAPIS|1|12|320235|0|2 400,00|0,00|
UCET-ZAPIS|1|12|320236|0|336,00|0,00|
UCET-ZAPIS|1|12|320237|0|336,00|0,00|
UCET-ZAPIS|1|12|320238|0|336,00|0,00|
UCET-ZAPIS|1|12|320243|0|7 210,00|0,00|
UCET-ZAPIS|1|12|320249|0|80 000,00|0,00|
UCET-ZAPIS|1|12|320250|0|10 000,00|0,00|
UCET-ZAPIS|1|12|320252|0|40 000,00|0,00|
UCET-ZAPIS|1|12|320277|0|19 132,00|0,00|
UCET-ZAPIS|1|12|320289|0|500,00|0,00|
UCET-ZAPIS|1|12|320328|0|100,00|0,00|
UCET-ZAPIS|2|12|320186|0|476,00|0,00|
UCET-ZAPIS|2|12|320189|0|45 000,00|0,00|
UCET-ZAPIS|2|12|320209|0|290 000,00|0,00|
UCET-ZAPIS|2|12|320212|0|12 392,00|0,00|
UCET-ZAPIS|2|12|320244|0|7 680,00|0,00|
UCET-ZAPIS|2|12|320246|0|50 070,00|0,00|
UCET-ZAPIS|2|12|320251|0|32 000,00|0,00|
UCET-ZAPIS|2|12|320268|0|3 650,00|0,00|
UCET-ZAPIS|2|12|320269|0|2 000,00|0,00|
UCET-ZAPIS|2|12|320270|0|2 000,00|0,00|
UCET-ZAPIS|2|12|320290|0|1 000,00|0,00|
UCET-ZAPIS|2|12|320290|0|300,00|0,00|
UCET-ZAPIS|2|12|320329|0|99 920,00|0,00|
UCET-ZAPIS|2|12|320329|0|100,00|0,00|
UCET-ZAPIS|2|12|320329|0|100,00|0,00|
UCET-ZAPIS|2|12|320329|0|1 000,00|0,00|
UCET-ZAPIS|3|12|320196|0|95 000,00|0,00|
UCET-ZAPIS|3|12|320201|0|1 912,00|0,00|
UCET-ZAPIS|3|12|320214|0|1 720,00|0,00|
UCET-ZAPIS|3|12|320218|0|3 000,00|0,00|
UCET-ZAPIS|3|12|320224|0|6 000,00|0,00|
UCET-ZAPIS|3|12|320225|0|3 000,00|0,00|
UCET-ZAPIS|3|12|320226|0|1 000,00|0,00|
UCET-ZAPIS|3|12|320234|0|1 100,00|0,00|
UCET-ZAPIS|3|12|320239|0|240,00|0,00|
UCET-ZAPIS|3|12|320253|0|10 000,00|0,00|
UCET-ZAPIS|3|12|320255|0|1 640,00|0,00|
UCET-ZAPIS|3|12|320291|0|300,00|0,00|
UCET-ZAPIS|3|12|320345|0|14 450,00|0,00|
UCET-ZAPIS|3|12|320492|0|1 785,00|0,00|
UCET-ZAPIS|5|12|320259|0|2 340,00|0,00|
UCET-ZAPIS|6|12|320191|0|155 000,00|0,00|
UCET-ZAPIS|6|12|320197|0|8 587,00|0,00|
UCET-ZAPIS|6|12|320199|0|10 000,00|0,00|
UCET-ZAPIS|6|12|320206|0|48 000,00|0,00|
UCET-ZAPIS|6|12|320211|0|2 700,00|0,00|
UCET-ZAPIS|6|12|320216|0|40 000,00|0,00|
UCET-ZAPIS|6|12|320217|0|2 381,00|0,00|
UCET-ZAPIS|6|12|320219|0|1 600,00|0,00|
UCET-ZAPIS|6|12|320221|0|2 540,00|0,00|
UCET-ZAPIS|6|12|320227|0|336,00|0,00|
UCET-ZAPIS|6|12|320245|0|30 500,00|0,00|
UCET-ZAPIS|6|12|320258|0|9 300,00|0,00|
UCET-ZAPIS|6|12|320261|0|2 740,00|0,00|
UCET-ZAPIS|6|12|320265|0|1 020,00|0,00|
UCET-ZAPIS|6|12|320271|0|550,00|0,00|
UCET-ZAPIS|6|12|320292|0|100,00|0,00|
UCET-ZAPIS|6|12|320344|0|1 000,00|0,00|
UCET-ZAPIS|6|12|320344|0|5 036,00|0,00|
UCET-ZAPIS|7|12|320202|0|6 083,00|0,00|
UCET-ZAPIS|7|12|320203|0|2 000,00|0,00|
UCET-ZAPIS|7|12|320204|0|75 000,00|0,00|
UCET-ZAPIS|7|12|320208|0|288 000,00|0,00|
UCET-ZAPIS|7|12|320210|0|64 000,00|0,00|
UCET-ZAPIS|7|12|320213|0|10 000,00|0,00|
UCET-ZAPIS|7|12|320233|0|5 600,00|0,00|
UCET-ZAPIS|7|12|320241|0|5 000,00|0,00|
UCET-ZAPIS|7|12|320247|0|11 340,00|0,00|
UCET-ZAPIS|7|12|320257|0|122 000,00|0,00|
UCET-ZAPIS|7|12|320275|0|5 000,00|0,00|
UCET-ZAPIS|7|12|320276|0|1 000,00|0,00|
UCET-ZAPIS|7|12|320278|0|1 800,00|0,00|
UCET-ZAPIS|7|12|320330|0|300,00|0,00|
UCET-ZAPIS|7|12|320330|0|32 720,00|0,00|
UCET-ZAPIS|7|12|320330|0|10 800,00|0,00|
UCET-ZAPIS|7|12|320357|0|13 691,00|0,00|
UCET-ZAPIS|7|12|320364|0|-122 000,00|0,00|
UCET-ZAPIS|7|12|320464|0|122 000,00|0,00|
UCET-ZAPIS|7|12|320538|0|1 000,00|0,00|
UCET-ZAPIS|7|12|320539|0|1 000,00|0,00|
UCET-ZAPIS|7|12|320540|0|2 000,00|0,00|
UCET-ZAPIS|7|12|320559|0|150 000,00|0,00|
UCET-ZAPIS|8|12|320205|0|150 000,00|0,00|
UCET-ZAPIS|8|12|320207|0|112 000,00|0,00|
UCET-ZAPIS|8|12|320240|0|14 093,00|0,00|
UCET-ZAPIS|8|12|320248|0|5 040,00|0,00|
UCET-ZAPIS|8|12|320254|0|3 716,00|0,00|
UCET-ZAPIS|8|12|320256|0|2 660,00|0,00|
UCET-ZAPIS|8|12|320262|0|3 000,00|0,00|
UCET-ZAPIS|8|12|320263|0|1 420,00|0,00|
UCET-ZAPIS|8|12|320266|0|700,00|0,00|
UCET-ZAPIS|8|12|320267|0|560,00|0,00|
UCET-ZAPIS|8|12|320272|0|50 664,00|0,00|
UCET-ZAPIS|8|12|320273|0|30 368,00|0,00|
UCET-ZAPIS|8|12|320274|0|34 675,00|0,00|
UCET-ZAPIS|8|12|320296|0|0,00|100,00|
UCET-ZAPIS|8|12|320297|0|0,00|35 000,00|
UCET-ZAPIS|8|12|320343|0|4 196,00|0,00|
UCET-ZAPIS|8|12|320395|0|2 000,00|0,00|
UCET-ZAPIS|8|12|320396|0|2 000,00|0,00|
UCET-ZAPIS|8|12|320466|0|112 000,00|0,00|
UCET-ZAPIS|8|12|320505|0|5 000,00|0,00|
UCET-ZAPIS|8|12|320555|0|-112 000,00|0,00|
UCET-ZAPIS|9|12|320187|0|8 764,00|0,00|
UCET-ZAPIS|9|12|320188|0|32 865,00|0,00|
UCET-ZAPIS|9|12|320222|0|10 000,00|0,00|
UCET-ZAPIS|9|12|320230|0|2 000,00|0,00|
UCET-ZAPIS|9|12|320231|0|1 000,00|0,00|
UCET-ZAPIS|9|12|320232|0|2 100,00|0,00|
UCET-ZAPIS|9|12|320242|0|10 000,00|0,00|
UCET-ZAPIS|9|12|320260|0|2 160,00|0,00|
UCET-ZAPIS|9|12|320264|0|8 730,00|0,00|
UCET-ZAPIS|9|12|320279|0|1 720,00|0,00|
UCET-ZAPIS|9|12|320331|0|54 720,00|0,00|
UCET-ZAPIS|9|12|320331|0|26 280,00|0,00|
UCET-ZAPIS|9|12|320331|0|42 950,00|0,00|
UCET-ZAPIS|9|12|320369|0|160,00|0,00|
UCET-ZAPIS|9|12|320409|0|2 620,00|0,00|
UCET-ZAPIS|9|12|320417|0|2 580,00|0,00|
UCET-ZAPIS|9|12|320561|0|32 000,00|0,00|
UCET-ZAPIS|10|12|320298|0|0,00|732 000,00|
UCET-ZAPIS|10|12|320353|0|96 000,00|0,00|
UCET-ZAPIS|10|12|320393|0|1 560,00|0,00|
UCET-ZAPIS|10|12|320394|0|2 040,00|0,00|
UCET-ZAPIS|10|12|320411|0|1 560,00|0,00|
UCET-ZAPIS|10|12|320414|0|1 000,00|0,00|
UCET-ZAPIS|10|12|320415|0|1 000,00|0,00|
UCET-ZAPIS|10|12|320416|0|560,00|0,00|
UCET-ZAPIS|10|12|320421|0|200,00|0,00|
UCET-ZAPIS|10|12|320438|0|910,00|0,00|
UCET-ZAPIS|10|12|320439|0|234,00|0,00|
UCET-ZAPIS|10|12|320481|0|32 376,00|0,00|
UCET-ZAPIS|10|12|320494|0|12 150,00|0,00|
UCET-ZAPIS|10|12|320568|0|30 000,00|0,00|
UCET-ZAPIS|13|12|320293|0|100,00|0,00|
UCET-ZAPIS|13|12|320367|0|2 120,00|0,00|
UCET-ZAPIS|13|12|320381|0|1 000,00|0,00|
UCET-ZAPIS|13|12|320389|0|162,00|0,00|
UCET-ZAPIS|13|12|320391|0|2 080,00|0,00|
UCET-ZAPIS|13|12|320399|0|2 700,00|0,00|
UCET-ZAPIS|13|12|320418|0|1 600,00|0,00|
UCET-ZAPIS|13|12|320431|0|574,00|0,00|
UCET-ZAPIS|13|12|320432|0|480,00|0,00|
UCET-ZAPIS|13|12|320434|0|600,00|0,00|
UCET-ZAPIS|13|12|320435|0|450,00|0,00|
UCET-ZAPIS|13|12|320437|0|104,00|0,00|
UCET-ZAPIS|13|12|320449|0|288,00|0,00|
UCET-ZAPIS|13|12|320484|0|7 092,00|0,00|
UCET-ZAPIS|13|12|320485|0|228,00|0,00|
UCET-ZAPIS|13|12|320486|0|855,00|0,00|
UCET-ZAPIS|13|12|320506|0|5 000,00|0,00|
UCET-ZAPIS|13|12|320544|0|48 000,00|0,00|
UCET-ZAPIS|13|12|320575|0|48 000,00|0,00|
UCET-ZAPIS|14|12|320342|0|38 460,00|0,00|
UCET-ZAPIS|14|12|320342|0|4 210,00|0,00|
UCET-ZAPIS|14|12|320350|0|160 000,00|0,00|
UCET-ZAPIS|14|12|320351|0|10 000,00|0,00|
UCET-ZAPIS|14|12|320352|0|96 000,00|0,00|
UCET-ZAPIS|14|12|320362|0|1 000,00|0,00|
UCET-ZAPIS|14|12|320363|0|1 800,00|0,00|
UCET-ZAPIS|14|12|320374|0|2 120,00|0,00|
UCET-ZAPIS|14|12|320392|0|1 720,00|0,00|
UCET-ZAPIS|14|12|320503|0|10 000,00|0,00|
UCET-ZAPIS|14|12|320768|0|100,00|0,00|
UCET-ZAPIS|14|12|320769|0|500,00|0,00|
UCET-ZAPIS|14|12|320770|0|200,00|0,00|
UCET-ZAPIS|14|12|320771|0|103,00|0,00|
UCET-ZAPIS|14|12|320772|0|300,00|0,00|
UCET-ZAPIS|14|12|320773|0|20,00|0,00|
UCET-ZAPIS|14|12|320774|0|300,00|0,00|
UCET-ZAPIS|14|12|320775|0|300,00|0,00|
UCET-ZAPIS|14|12|320776|0|300,00|0,00|
UCET-ZAPIS|14|12|320777|0|1 000,00|0,00|
UCET-ZAPIS|14|12|320778|0|100,00|0,00|
UCET-ZAPIS|14|12|320779|0|500,00|0,00|
UCET-ZAPIS|14|12|320780|0|2 000,00|0,00|
UCET-ZAPIS|14|12|320781|0|200,00|0,00|
UCET-ZAPIS|14|12|320782|0|300,00|0,00|
UCET-ZAPIS|14|12|320783|0|100,00|0,00|
UCET-ZAPIS|14|12|320784|0|300,00|0,00|
UCET-ZAPIS|14|12|320785|0|1 995,00|0,00|
UCET-ZAPIS|14|12|320786|0|24 000,00|0,00|
UCET-ZAPIS|15|12|320332|0|1 000,00|0,00|
UCET-ZAPIS|15|12|320366|0|2 200,00|0,00|
UCET-ZAPIS|15|12|320384|0|2 000,00|0,00|
UCET-ZAPIS|15|12|320397|0|2 660,00|0,00|
UCET-ZAPIS|15|12|320422|0|2 340,00|0,00|
UCET-ZAPIS|15|12|320424|0|2 340,00|0,00|
UCET-ZAPIS|15|12|320440|0|1 400,00|0,00|
UCET-ZAPIS|15|12|320453|0|336,00|0,00|
UCET-ZAPIS|15|12|320454|0|336,00|0,00|
UCET-ZAPIS|15|12|320456|0|600,00|0,00|
UCET-ZAPIS|15|12|320457|0|360,00|0,00|
UCET-ZAPIS|15|12|320463|0|6 370,00|0,00|
UCET-ZAPIS|15|12|320482|0|7 000,00|0,00|
UCET-ZAPIS|15|12|320500|0|60 000,00|0,00|
UCET-ZAPIS|15|12|320501|0|25 000,00|0,00|
UCET-ZAPIS|15|12|320512|0|100,00|0,00|
UCET-ZAPIS|15|12|320514|0|300,00|0,00|
UCET-ZAPIS|15|12|320515|0|200,00|0,00|
UCET-ZAPIS|15|12|320516|0|200,00|0,00|
UCET-ZAPIS|15|12|320517|0|100,00|0,00|
UCET-ZAPIS|15|12|320518|0|150,00|0,00|
UCET-ZAPIS|15|12|320519|0|300,00|0,00|
UCET-ZAPIS|15|12|320521|0|300,00|0,00|
UCET-ZAPIS|15|12|320523|0|200,00|0,00|
UCET-ZAPIS|15|12|320525|0|300,00|0,00|
UCET-ZAPIS|15|12|320526|0|500,00|0,00|
UCET-ZAPIS|15|12|320528|0|100,00|0,00|
UCET-ZAPIS|15|12|320529|0|300,00|0,00|
UCET-ZAPIS|15|12|320531|0|100,00|0,00|
UCET-ZAPIS|15|12|320533|0|500,00|0,00|
UCET-ZAPIS|15|12|320534|0|300,00|0,00|
UCET-ZAPIS|15|12|320537|0|1 300,00|0,00|
UCET-ZAPIS|15|12|320542|0|32 000,00|0,00|
UCET-ZAPIS|15|12|320545|0|96 000,00|0,00|
UCET-ZAPIS|15|12|320554|0|48 000,00|0,00|
UCET-ZAPIS|16|12|320333|0|100,00|0,00|
UCET-ZAPIS|16|12|320333|0|90 760,00|0,00|
UCET-ZAPIS|16|12|320333|0|61 420,00|0,00|
UCET-ZAPIS|16|12|320348|0|864,00|0,00|
UCET-ZAPIS|16|12|320360|0|16 000,00|0,00|
UCET-ZAPIS|16|12|320365|0|10 000,00|0,00|
UCET-ZAPIS|16|12|320400|0|10 000,00|0,00|
UCET-ZAPIS|16|12|320401|0|50 000,00|0,00|
UCET-ZAPIS|16|12|320402|0|15 000,00|0,00|
UCET-ZAPIS|16|12|320410|0|200,00|0,00|
UCET-ZAPIS|16|12|320419|0|11 000,00|0,00|
UCET-ZAPIS|16|12|320460|0|540,00|0,00|
UCET-ZAPIS|16|12|320479|0|5 464,00|0,00|
UCET-ZAPIS|16|12|320487|0|1 215,00|0,00|
UCET-ZAPIS|16|12|320489|0|510,00|0,00|
UCET-ZAPIS|16|12|320493|0|1 575,00|0,00|
UCET-ZAPIS|16|12|320507|0|30 000,00|0,00|
UCET-ZAPIS|16|12|320522|0|96,00|0,00|
UCET-ZAPIS|16|12|320548|0|32 000,00|0,00|
UCET-ZAPIS|16|12|320550|0|128 000,00|0,00|
UCET-ZAPIS|16|12|320551|0|128 000,00|0,00|
UCET-ZAPIS|16|12|320552|0|122 000,00|0,00|
UCET-ZAPIS|16|12|320556|0|64 000,00|0,00|
UCET-ZAPIS|16|12|320558|0|32 000,00|0,00|
UCET-ZAPIS|17|12|320294|0|300,00|0,00|
UCET-ZAPIS|17|12|320294|0|300,00|0,00|
UCET-ZAPIS|17|12|320294|0|300,00|0,00|
UCET-ZAPIS|17|12|320294|0|1 000,00|0,00|
UCET-ZAPIS|17|12|320294|0|100,00|0,00|
UCET-ZAPIS|17|12|320373|0|2 200,00|0,00|
UCET-ZAPIS|17|12|320385|0|7 250,00|0,00|
UCET-ZAPIS|17|12|320386|0|10 000,00|0,00|
UCET-ZAPIS|17|12|320387|0|1 000,00|0,00|
UCET-ZAPIS|17|12|320423|0|200,00|0,00|
UCET-ZAPIS|17|12|320425|0|200,00|0,00|
